20:08:47 : Path identified is C:\Users\bt22aak\GPU_DS\Exp_2\Exp_2_1_Canny_25_75\Balanced and C:\Users\bt22aak\GPU_DS\Exp_2\Exp_2_1_Canny_25_75\Unbalanced 
20:08:47 : Starting the processing of Exp_2_1_Canny_25_75_b32e50L0.0001 
20:09:26 : Running on GPU 
20:09:26 : Model is Exp_2_1_Canny_25_75_b32e50L0.0001 
20:09:37 : Epoch [1/50], Loss: 0.2872, Accuracy: 0.8998, Precision: 0.9015, Recall: 0.8977, Specificity: 0.9019, F1-Score: 0.8996 
20:09:46 : Epoch [2/50], Loss: 0.1905, Accuracy: 0.9259, Precision: 0.9215, Recall: 0.9311, Specificity: 0.9207, F1-Score: 0.9263 
20:09:54 : Epoch [3/50], Loss: 0.0439, Accuracy: 0.9144, Precision: 0.8629, Recall: 0.9854, Specificity: 0.8434, F1-Score: 0.9201 
20:10:02 : Epoch [4/50], Loss: 0.0573, Accuracy: 0.9301, Precision: 0.9221, Recall: 0.9395, Specificity: 0.9207, F1-Score: 0.9307 
20:10:11 : Epoch [5/50], Loss: 0.0419, Accuracy: 0.9447, Precision: 0.9532, Recall: 0.9353, Specificity: 0.9541, F1-Score: 0.9442 
20:10:20 : Epoch [6/50], Loss: 0.0466, Accuracy: 0.9499, Precision: 0.9462, Recall: 0.9541, Specificity: 0.9457, F1-Score: 0.9501 
20:10:28 : Epoch [7/50], Loss: 0.0503, Accuracy: 0.9457, Precision: 0.9366, Recall: 0.9562, Specificity: 0.9353, F1-Score: 0.9463 
20:10:37 : Epoch [8/50], Loss: 0.0463, Accuracy: 0.9447, Precision: 0.9456, Recall: 0.9436, Specificity: 0.9457, F1-Score: 0.9446 
20:10:45 : Epoch [9/50], Loss: 0.0374, Accuracy: 0.9415, Precision: 0.9343, Recall: 0.9499, Specificity: 0.9332, F1-Score: 0.9420 
20:10:54 : Epoch [10/50], Loss: 0.0903, Accuracy: 0.9426, Precision: 0.9530, Recall: 0.9311, Specificity: 0.9541, F1-Score: 0.9419 
20:11:02 : Epoch [11/50], Loss: 0.1300, Accuracy: 0.9405, Precision: 0.9306, Recall: 0.9520, Specificity: 0.9290, F1-Score: 0.9412 
20:11:11 : Epoch [12/50], Loss: 0.0990, Accuracy: 0.9405, Precision: 0.9170, Recall: 0.9687, Specificity: 0.9123, F1-Score: 0.9421 
20:11:19 : Epoch [13/50], Loss: 0.0461, Accuracy: 0.9447, Precision: 0.9437, Recall: 0.9457, Specificity: 0.9436, F1-Score: 0.9447 
20:11:28 : Epoch [14/50], Loss: 0.0437, Accuracy: 0.9405, Precision: 0.9271, Recall: 0.9562, Specificity: 0.9248, F1-Score: 0.9414 
20:11:36 : Epoch [15/50], Loss: 0.1485, Accuracy: 0.9426, Precision: 0.9417, Recall: 0.9436, Specificity: 0.9415, F1-Score: 0.9426 
20:11:45 : Epoch [16/50], Loss: 0.1163, Accuracy: 0.9374, Precision: 0.9284, Recall: 0.9478, Specificity: 0.9269, F1-Score: 0.9380 
20:11:53 : Epoch [17/50], Loss: 0.1153, Accuracy: 0.9395, Precision: 0.9287, Recall: 0.9520, Specificity: 0.9269, F1-Score: 0.9402 
20:12:02 : Epoch [18/50], Loss: 0.1130, Accuracy: 0.9395, Precision: 0.9287, Recall: 0.9520, Specificity: 0.9269, F1-Score: 0.9402 
20:12:10 : Epoch [19/50], Loss: 0.1215, Accuracy: 0.9395, Precision: 0.9287, Recall: 0.9520, Specificity: 0.9269, F1-Score: 0.9402 
20:12:19 : Epoch [20/50], Loss: 0.1297, Accuracy: 0.9384, Precision: 0.9268, Recall: 0.9520, Specificity: 0.9248, F1-Score: 0.9392 
20:12:27 : Epoch [21/50], Loss: 0.1333, Accuracy: 0.9384, Precision: 0.9268, Recall: 0.9520, Specificity: 0.9248, F1-Score: 0.9392 
20:12:36 : Epoch [22/50], Loss: 0.1351, Accuracy: 0.9384, Precision: 0.9268, Recall: 0.9520, Specificity: 0.9248, F1-Score: 0.9392 
20:12:45 : Epoch [23/50], Loss: 0.1507, Accuracy: 0.9384, Precision: 0.9268, Recall: 0.9520, Specificity: 0.9248, F1-Score: 0.9392 
20:12:53 : Epoch [24/50], Loss: 0.1495, Accuracy: 0.9384, Precision: 0.9286, Recall: 0.9499, Specificity: 0.9269, F1-Score: 0.9391 
20:13:01 : Epoch [25/50], Loss: 0.1422, Accuracy: 0.9384, Precision: 0.9251, Recall: 0.9541, Specificity: 0.9228, F1-Score: 0.9394 
20:13:10 : Epoch [26/50], Loss: 0.1646, Accuracy: 0.9395, Precision: 0.9305, Recall: 0.9499, Specificity: 0.9290, F1-Score: 0.9401 
20:13:19 : Epoch [27/50], Loss: 0.1573, Accuracy: 0.9374, Precision: 0.9249, Recall: 0.9520, Specificity: 0.9228, F1-Score: 0.9383 
20:13:27 : Epoch [28/50], Loss: 0.1678, Accuracy: 0.9405, Precision: 0.9324, Recall: 0.9499, Specificity: 0.9311, F1-Score: 0.9411 
20:13:36 : Epoch [29/50], Loss: 0.1543, Accuracy: 0.9395, Precision: 0.9253, Recall: 0.9562, Specificity: 0.9228, F1-Score: 0.9405 
20:13:44 : Epoch [30/50], Loss: 0.1665, Accuracy: 0.9395, Precision: 0.9253, Recall: 0.9562, Specificity: 0.9228, F1-Score: 0.9405 
20:13:53 : Epoch [31/50], Loss: 0.1761, Accuracy: 0.9395, Precision: 0.9305, Recall: 0.9499, Specificity: 0.9290, F1-Score: 0.9401 
20:14:02 : Epoch [32/50], Loss: 0.1736, Accuracy: 0.9395, Precision: 0.9270, Recall: 0.9541, Specificity: 0.9248, F1-Score: 0.9403 
20:14:10 : Epoch [33/50], Loss: 0.1544, Accuracy: 0.9405, Precision: 0.9254, Recall: 0.9582, Specificity: 0.9228, F1-Score: 0.9415 
20:14:19 : Epoch [34/50], Loss: 0.1887, Accuracy: 0.9405, Precision: 0.9324, Recall: 0.9499, Specificity: 0.9311, F1-Score: 0.9411 
20:14:27 : Epoch [35/50], Loss: 0.1612, Accuracy: 0.9405, Precision: 0.9254, Recall: 0.9582, Specificity: 0.9228, F1-Score: 0.9415 
20:14:36 : Epoch [36/50], Loss: 0.1954, Accuracy: 0.9395, Precision: 0.9305, Recall: 0.9499, Specificity: 0.9290, F1-Score: 0.9401 
20:14:44 : Epoch [37/50], Loss: 0.1790, Accuracy: 0.9405, Precision: 0.9254, Recall: 0.9582, Specificity: 0.9228, F1-Score: 0.9415 
20:14:53 : Epoch [38/50], Loss: 0.1987, Accuracy: 0.9405, Precision: 0.9324, Recall: 0.9499, Specificity: 0.9311, F1-Score: 0.9411 
20:15:01 : Epoch [39/50], Loss: 0.1679, Accuracy: 0.9405, Precision: 0.9254, Recall: 0.9582, Specificity: 0.9228, F1-Score: 0.9415 
20:15:10 : Epoch [40/50], Loss: 0.2017, Accuracy: 0.9415, Precision: 0.9343, Recall: 0.9499, Specificity: 0.9332, F1-Score: 0.9420 
20:15:18 : Epoch [41/50], Loss: 0.1985, Accuracy: 0.9436, Precision: 0.9346, Recall: 0.9541, Specificity: 0.9332, F1-Score: 0.9442 
20:15:27 : Epoch [42/50], Loss: 0.1639, Accuracy: 0.9395, Precision: 0.9235, Recall: 0.9582, Specificity: 0.9207, F1-Score: 0.9406 
20:15:35 : Epoch [43/50], Loss: 0.1910, Accuracy: 0.9415, Precision: 0.9273, Recall: 0.9582, Specificity: 0.9248, F1-Score: 0.9425 
