20:55:30 : Path identified is C:\Users\bt22aak\GPU_DS\Exp_2\Exp_2_6_Canny_100_200\Balanced and C:\Users\bt22aak\GPU_DS\Exp_2\Exp_2_6_Canny_100_200\Unbalanced 
20:55:30 : Starting the processing of Exp_2_6_Canny_100_200_b32e50L0.0001 
20:56:08 : Running on GPU 
20:56:08 : Model is Exp_2_6_Canny_100_200_b32e50L0.0001 
20:56:20 : Epoch [1/50], Loss: 0.4092, Accuracy: 0.9061, Precision: 0.8677, Recall: 0.9582, Specificity: 0.8539, F1-Score: 0.9107 
21:01:54 : Epoch [40/50], Loss: 0.4544, Accuracy: 0.9426, Precision: 0.9327, Recall: 0.9541, Specificity: 0.9311, F1-Score: 0.9432 
21:02:02 : Epoch [41/50], Loss: 0.5011, Accuracy: 0.9395, Precision: 0.9340, Recall: 0.9457, Specificity: 0.9332, F1-Score: 0.9398 
21:02:11 : Epoch [42/50], Loss: 0.4317, Accuracy: 0.9447, Precision: 0.9329, Recall: 0.9582, Specificity: 0.9311, F1-Score: 0.9454 
21:02:19 : Epoch [43/50], Loss: 0.4878, Accuracy: 0.9415, Precision: 0.9361, Recall: 0.9478, Specificity: 0.9353, F1-Score: 0.9419 
21:02:28 : Epoch [44/50], Loss: 0.4336, Accuracy: 0.9447, Precision: 0.9312, Recall: 0.9603, Specificity: 0.9290, F1-Score: 0.9455 
21:02:36 : Epoch [45/50], Loss: 0.4476, Accuracy: 0.9447, Precision: 0.9329, Recall: 0.9582, Specificity: 0.9311, F1-Score: 0.9454 
21:02:45 : Epoch [46/50], Loss: 0.5195, Accuracy: 0.9405, Precision: 0.9378, Recall: 0.9436, Specificity: 0.9374, F1-Score: 0.9407 
21:02:53 : Epoch [47/50], Loss: 0.5035, Accuracy: 0.9415, Precision: 0.9361, Recall: 0.9478, Specificity: 0.9353, F1-Score: 0.9419 
21:03:01 : Epoch [48/50], Loss: 0.4971, Accuracy: 0.9415, Precision: 0.9343, Recall: 0.9499, Specificity: 0.9332, F1-Score: 0.9420 
21:03:10 : Epoch [49/50], Loss: 0.4628, Accuracy: 0.9447, Precision: 0.9329, Recall: 0.9582, Specificity: 0.9311, F1-Score: 0.9454 
21:03:18 : Epoch [50/50], Loss: 0.4354, Accuracy: 0.9436, Precision: 0.9310, Recall: 0.9582, Specificity: 0.9290, F1-Score: 0.9444 
21:04:44 : Test Loss: 0.6075, Test Accuracy: 0.9381, Test Precision: 0.3297, Test Recall: 0.9890, Test Specificity: 0.9365, Test F1-Score: 0.4945 
21:04:44 : Total Time taken: 554.1811827000056 Seconds 
