20:55:30 : Path identified is C:\Users\bt22aak\GPU_DS\Exp_2\Exp_2_6_Canny_100_200\Balanced and C:\Users\bt22aak\GPU_DS\Exp_2\Exp_2_6_Canny_100_200\Unbalanced 
20:55:30 : Starting the processing of Exp_2_6_Canny_100_200_b32e50L0.0001 
20:56:08 : Running on GPU 
20:56:08 : Model is Exp_2_6_Canny_100_200_b32e50L0.0001 
20:56:20 : Epoch [1/50], Loss: 0.4092, Accuracy: 0.9061, Precision: 0.8677, Recall: 0.9582, Specificity: 0.8539, F1-Score: 0.9107 
20:56:28 : Epoch [2/50], Loss: 0.2218, Accuracy: 0.9175, Precision: 0.8984, Recall: 0.9415, Specificity: 0.8935, F1-Score: 0.9195 
20:56:37 : Epoch [3/50], Loss: 0.1851, Accuracy: 0.9342, Precision: 0.9426, Recall: 0.9248, Specificity: 0.9436, F1-Score: 0.9336 
20:56:45 : Epoch [4/50], Loss: 0.1657, Accuracy: 0.9374, Precision: 0.9149, Recall: 0.9645, Specificity: 0.9102, F1-Score: 0.9390 
20:56:54 : Epoch [5/50], Loss: 0.1131, Accuracy: 0.9457, Precision: 0.9420, Recall: 0.9499, Specificity: 0.9415, F1-Score: 0.9459 
20:57:03 : Epoch [6/50], Loss: 0.1626, Accuracy: 0.9269, Precision: 0.9495, Recall: 0.9019, Specificity: 0.9520, F1-Score: 0.9251 
20:57:11 : Epoch [7/50], Loss: 0.1722, Accuracy: 0.9374, Precision: 0.9132, Recall: 0.9666, Specificity: 0.9081, F1-Score: 0.9391 
20:57:20 : Epoch [8/50], Loss: 0.3563, Accuracy: 0.9311, Precision: 0.9105, Recall: 0.9562, Specificity: 0.9061, F1-Score: 0.9328 
20:57:28 : Epoch [9/50], Loss: 0.2468, Accuracy: 0.9457, Precision: 0.9261, Recall: 0.9687, Specificity: 0.9228, F1-Score: 0.9469 
20:57:36 : Epoch [10/50], Loss: 0.1419, Accuracy: 0.9457, Precision: 0.9420, Recall: 0.9499, Specificity: 0.9415, F1-Score: 0.9459 
20:57:45 : Epoch [11/50], Loss: 0.2717, Accuracy: 0.9489, Precision: 0.9388, Recall: 0.9603, Specificity: 0.9374, F1-Score: 0.9494 
20:57:53 : Epoch [12/50], Loss: 0.2281, Accuracy: 0.9468, Precision: 0.9315, Recall: 0.9645, Specificity: 0.9290, F1-Score: 0.9477 
20:58:02 : Epoch [13/50], Loss: 0.2741, Accuracy: 0.9468, Precision: 0.9385, Recall: 0.9562, Specificity: 0.9374, F1-Score: 0.9473 
20:58:11 : Epoch [14/50], Loss: 0.2737, Accuracy: 0.9447, Precision: 0.9329, Recall: 0.9582, Specificity: 0.9311, F1-Score: 0.9454 
20:58:19 : Epoch [15/50], Loss: 0.2909, Accuracy: 0.9447, Precision: 0.9347, Recall: 0.9562, Specificity: 0.9332, F1-Score: 0.9453 
20:58:28 : Epoch [16/50], Loss: 0.3127, Accuracy: 0.9447, Precision: 0.9329, Recall: 0.9582, Specificity: 0.9311, F1-Score: 0.9454 
20:58:36 : Epoch [17/50], Loss: 0.3160, Accuracy: 0.9457, Precision: 0.9331, Recall: 0.9603, Specificity: 0.9311, F1-Score: 0.9465 
20:58:45 : Epoch [18/50], Loss: 0.3303, Accuracy: 0.9447, Precision: 0.9329, Recall: 0.9582, Specificity: 0.9311, F1-Score: 0.9454 
20:58:53 : Epoch [19/50], Loss: 0.3307, Accuracy: 0.9457, Precision: 0.9331, Recall: 0.9603, Specificity: 0.9311, F1-Score: 0.9465 
20:59:02 : Epoch [20/50], Loss: 0.3513, Accuracy: 0.9415, Precision: 0.9343, Recall: 0.9499, Specificity: 0.9332, F1-Score: 0.9420 
20:59:11 : Epoch [21/50], Loss: 0.3642, Accuracy: 0.9426, Precision: 0.9344, Recall: 0.9520, Specificity: 0.9332, F1-Score: 0.9431 
20:59:19 : Epoch [22/50], Loss: 0.3681, Accuracy: 0.9415, Precision: 0.9325, Recall: 0.9520, Specificity: 0.9311, F1-Score: 0.9421 
20:59:28 : Epoch [23/50], Loss: 0.3754, Accuracy: 0.9415, Precision: 0.9325, Recall: 0.9520, Specificity: 0.9311, F1-Score: 0.9421 
20:59:36 : Epoch [24/50], Loss: 0.3886, Accuracy: 0.9426, Precision: 0.9344, Recall: 0.9520, Specificity: 0.9332, F1-Score: 0.9431 
20:59:45 : Epoch [25/50], Loss: 0.3852, Accuracy: 0.9415, Precision: 0.9325, Recall: 0.9520, Specificity: 0.9311, F1-Score: 0.9421 
20:59:54 : Epoch [26/50], Loss: 0.3812, Accuracy: 0.9468, Precision: 0.9332, Recall: 0.9624, Specificity: 0.9311, F1-Score: 0.9476 
21:00:02 : Epoch [27/50], Loss: 0.3811, Accuracy: 0.9468, Precision: 0.9332, Recall: 0.9624, Specificity: 0.9311, F1-Score: 0.9476 
21:00:11 : Epoch [28/50], Loss: 0.4210, Accuracy: 0.9426, Precision: 0.9344, Recall: 0.9520, Specificity: 0.9332, F1-Score: 0.9431 
21:00:20 : Epoch [29/50], Loss: 0.3978, Accuracy: 0.9436, Precision: 0.9328, Recall: 0.9562, Specificity: 0.9311, F1-Score: 0.9443 
21:00:28 : Epoch [30/50], Loss: 0.4242, Accuracy: 0.9426, Precision: 0.9344, Recall: 0.9520, Specificity: 0.9332, F1-Score: 0.9431 
21:00:37 : Epoch [31/50], Loss: 0.4114, Accuracy: 0.9447, Precision: 0.9329, Recall: 0.9582, Specificity: 0.9311, F1-Score: 0.9454 
21:00:46 : Epoch [32/50], Loss: 0.4330, Accuracy: 0.9426, Precision: 0.9344, Recall: 0.9520, Specificity: 0.9332, F1-Score: 0.9431 
21:00:54 : Epoch [33/50], Loss: 0.4268, Accuracy: 0.9426, Precision: 0.9327, Recall: 0.9541, Specificity: 0.9311, F1-Score: 0.9432 
21:01:03 : Epoch [34/50], Loss: 0.4430, Accuracy: 0.9426, Precision: 0.9327, Recall: 0.9541, Specificity: 0.9311, F1-Score: 0.9432 
21:01:11 : Epoch [35/50], Loss: 0.4273, Accuracy: 0.9447, Precision: 0.9329, Recall: 0.9582, Specificity: 0.9311, F1-Score: 0.9454 
21:01:20 : Epoch [36/50], Loss: 0.4675, Accuracy: 0.9415, Precision: 0.9343, Recall: 0.9499, Specificity: 0.9332, F1-Score: 0.9420 
21:01:28 : Epoch [37/50], Loss: 0.4676, Accuracy: 0.9426, Precision: 0.9344, Recall: 0.9520, Specificity: 0.9332, F1-Score: 0.9431 
21:01:37 : Epoch [38/50], Loss: 0.4305, Accuracy: 0.9447, Precision: 0.9329, Recall: 0.9582, Specificity: 0.9311, F1-Score: 0.9454 
21:01:45 : Epoch [39/50], Loss: 0.4248, Accuracy: 0.9457, Precision: 0.9331, Recall: 0.9603, Specificity: 0.9311, F1-Score: 0.9465 
