20:27:27 : Path identified is C:\Users\bt22aak\GPU_DS\Exp_2\Exp_2_3_Canny_75_225\Balanced and C:\Users\bt22aak\GPU_DS\Exp_2\Exp_2_3_Canny_75_225\Unbalanced 
20:27:27 : Starting the processing of Exp_2_3_Canny_75_225_b32e50L0.0001 
20:28:06 : Running on GPU 
20:28:06 : Model is Exp_2_3_Canny_75_225_b32e50L0.0001 
20:28:17 : Epoch [1/50], Loss: 0.3949, Accuracy: 0.9019, Precision: 0.8558, Recall: 0.9666, Specificity: 0.8372, F1-Score: 0.9078 
20:31:25 : Epoch [23/50], Loss: 0.6360, Accuracy: 0.9395, Precision: 0.9358, Recall: 0.9436, Specificity: 0.9353, F1-Score: 0.9397 
20:31:33 : Epoch [24/50], Loss: 0.6284, Accuracy: 0.9405, Precision: 0.9342, Recall: 0.9478, Specificity: 0.9332, F1-Score: 0.9409 
20:31:42 : Epoch [25/50], Loss: 0.6513, Accuracy: 0.9384, Precision: 0.9339, Recall: 0.9436, Specificity: 0.9332, F1-Score: 0.9387 
20:31:51 : Epoch [26/50], Loss: 0.6687, Accuracy: 0.9405, Precision: 0.9378, Recall: 0.9436, Specificity: 0.9374, F1-Score: 0.9407 
20:31:59 : Epoch [27/50], Loss: 0.6753, Accuracy: 0.9395, Precision: 0.9358, Recall: 0.9436, Specificity: 0.9353, F1-Score: 0.9397 
20:32:08 : Epoch [28/50], Loss: 0.6651, Accuracy: 0.9395, Precision: 0.9322, Recall: 0.9478, Specificity: 0.9311, F1-Score: 0.9400 
20:32:16 : Epoch [29/50], Loss: 0.7026, Accuracy: 0.9395, Precision: 0.9376, Recall: 0.9415, Specificity: 0.9374, F1-Score: 0.9396 
20:32:25 : Epoch [30/50], Loss: 0.6888, Accuracy: 0.9415, Precision: 0.9361, Recall: 0.9478, Specificity: 0.9353, F1-Score: 0.9419 
20:32:34 : Epoch [31/50], Loss: 0.7080, Accuracy: 0.9384, Precision: 0.9357, Recall: 0.9415, Specificity: 0.9353, F1-Score: 0.9386 
20:32:42 : Epoch [32/50], Loss: 0.7040, Accuracy: 0.9415, Precision: 0.9361, Recall: 0.9478, Specificity: 0.9353, F1-Score: 0.9419 
20:32:51 : Epoch [33/50], Loss: 0.7402, Accuracy: 0.9384, Precision: 0.9357, Recall: 0.9415, Specificity: 0.9353, F1-Score: 0.9386 
20:32:59 : Epoch [34/50], Loss: 0.7112, Accuracy: 0.9405, Precision: 0.9342, Recall: 0.9478, Specificity: 0.9332, F1-Score: 0.9409 
20:33:08 : Epoch [35/50], Loss: 0.7138, Accuracy: 0.9415, Precision: 0.9343, Recall: 0.9499, Specificity: 0.9332, F1-Score: 0.9420 
20:33:17 : Epoch [36/50], Loss: 0.7498, Accuracy: 0.9384, Precision: 0.9357, Recall: 0.9415, Specificity: 0.9353, F1-Score: 0.9386 
20:33:25 : Epoch [37/50], Loss: 0.7383, Accuracy: 0.9405, Precision: 0.9360, Recall: 0.9457, Specificity: 0.9353, F1-Score: 0.9408 
20:33:34 : Epoch [38/50], Loss: 0.7859, Accuracy: 0.9384, Precision: 0.9357, Recall: 0.9415, Specificity: 0.9353, F1-Score: 0.9386 
20:33:42 : Epoch [39/50], Loss: 0.7305, Accuracy: 0.9395, Precision: 0.9305, Recall: 0.9499, Specificity: 0.9290, F1-Score: 0.9401 
20:33:50 : Epoch [40/50], Loss: 0.7518, Accuracy: 0.9405, Precision: 0.9342, Recall: 0.9478, Specificity: 0.9332, F1-Score: 0.9409 
20:33:59 : Epoch [41/50], Loss: 0.7806, Accuracy: 0.9384, Precision: 0.9339, Recall: 0.9436, Specificity: 0.9332, F1-Score: 0.9387 
20:34:07 : Epoch [42/50], Loss: 0.8088, Accuracy: 0.9384, Precision: 0.9357, Recall: 0.9415, Specificity: 0.9353, F1-Score: 0.9386 
20:34:16 : Epoch [43/50], Loss: 0.8240, Accuracy: 0.9384, Precision: 0.9357, Recall: 0.9415, Specificity: 0.9353, F1-Score: 0.9386 
20:34:24 : Epoch [44/50], Loss: 0.8214, Accuracy: 0.9384, Precision: 0.9357, Recall: 0.9415, Specificity: 0.9353, F1-Score: 0.9386 
20:34:33 : Epoch [45/50], Loss: 0.7622, Accuracy: 0.9384, Precision: 0.9303, Recall: 0.9478, Specificity: 0.9290, F1-Score: 0.9390 
20:34:41 : Epoch [46/50], Loss: 0.8028, Accuracy: 0.9415, Precision: 0.9361, Recall: 0.9478, Specificity: 0.9353, F1-Score: 0.9419 
20:34:50 : Epoch [47/50], Loss: 0.8237, Accuracy: 0.9395, Precision: 0.9358, Recall: 0.9436, Specificity: 0.9353, F1-Score: 0.9397 
20:34:58 : Epoch [48/50], Loss: 0.8420, Accuracy: 0.9395, Precision: 0.9358, Recall: 0.9436, Specificity: 0.9353, F1-Score: 0.9397 
20:35:06 : Epoch [49/50], Loss: 0.8556, Accuracy: 0.9384, Precision: 0.9357, Recall: 0.9415, Specificity: 0.9353, F1-Score: 0.9386 
20:35:15 : Epoch [50/50], Loss: 0.8711, Accuracy: 0.9384, Precision: 0.9357, Recall: 0.9415, Specificity: 0.9353, F1-Score: 0.9386 
20:36:39 : Test Loss: 0.5689, Test Accuracy: 0.9477, Test Precision: 0.3676, Test Recall: 0.9849, Test Specificity: 0.9465, Test F1-Score: 0.5354 
20:36:39 : Total Time taken: 552.3190904000076 Seconds 
